name	site	target	counts	exps	overall	all_exps	SGD
NIBR_5576:8uM	NIBR	GWT1	4	1	4	1	<a href=https://www.yeastgenome.org/locus/GWT1>GWT1</a>
NIBR_5821:30uM	NIBR	ALR1	4	3	4	3	<a href=https://www.yeastgenome.org/locus/ALR1>ALR1</a>
NIBR_epothilon b:30uM	NIBR	TUB2	4	2	5	2	<a href=https://www.yeastgenome.org/locus/TUB2>TUB2</a>
NIBR_EtBr:70uM	NIBR	MIA40	4	1	4	1	<a href=https://www.yeastgenome.org/locus/MIA40>MIA40</a>
NIBR_geldanamycin:150uM	NIBR	CTF13	4	3	4	3	<a href=https://www.yeastgenome.org/locus/CTF13>CTF13</a>
NIBR_geldanamycin:150uM	NIBR	YDR327W	4	3	4	3	<a href=https://www.yeastgenome.org/locus/YDR327W>YDR327W</a>
NIBR_peptolide90-215:3uM	NIBR	VRG4	4	1	4	1	<a href=https://www.yeastgenome.org/locus/VRG4>VRG4</a>
NIBR_peptolide90-215:4uM	NIBR	VRG4	4	1	4	1	<a href=https://www.yeastgenome.org/locus/VRG4>VRG4</a>
NIBR_peptolide90-215:6uM	NIBR	VRG4	4	1	4	1	<a href=https://www.yeastgenome.org/locus/VRG4>VRG4</a>
NIBR_radicicol:75uM	NIBR	CTF13	4	3	4	3	<a href=https://www.yeastgenome.org/locus/CTF13>CTF13</a>
NIBR_radicicol:75uM	NIBR	YDR327W	4	3	4	3	<a href=https://www.yeastgenome.org/locus/YDR327W>YDR327W</a>
NIBR_radicicol:88.72uM	NIBR	CTF13	4	2	4	2	<a href=https://www.yeastgenome.org/locus/CTF13>CTF13</a>
NIBR_radicicol:88.72uM	NIBR	YDR327W	4	2	4	2	<a href=https://www.yeastgenome.org/locus/YDR327W>YDR327W</a>
NIBR_104:12.999uM	NIBR	RET2	3	1	4	1	<a href=https://www.yeastgenome.org/locus/RET2>RET2</a>
NIBR_1218|B:200uM	NIBR	SEN34	3	1	3	1	<a href=https://www.yeastgenome.org/locus/SEN34>SEN34</a>
NIBR_1522:0.7uM	NIBR	SNU13	3	1	3	1	<a href=https://www.yeastgenome.org/locus/SNU13>SNU13</a>
NIBR_2537:10uM	NIBR	SEN34	3	2	3	2	<a href=https://www.yeastgenome.org/locus/SEN34>SEN34</a>
NIBR_2579:100uM	NIBR	RET2	3	1	4	1	<a href=https://www.yeastgenome.org/locus/RET2>RET2</a>
NIBR_2607:88.898uM	NIBR	TSC11	3	3	3	3	<a href=https://www.yeastgenome.org/locus/TSC11>TSC11</a>
NIBR_3143:195uM	NIBR	RET2	3	1	4	1	<a href=https://www.yeastgenome.org/locus/RET2>RET2</a>
NIBR_3662:1uM	NIBR	TOR2	3	2	4	2	<a href=https://www.yeastgenome.org/locus/TOR2>TOR2</a>
NIBR_3701:150uM	NIBR	KRS1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/KRS1>KRS1</a>
NIBR_3701|A:110uM	NIBR	KRS1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/KRS1>KRS1</a>
NIBR_3701|B:110uM	NIBR	KRS1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/KRS1>KRS1</a>
NIBR_4006:2.4uM	NIBR	PIK1	3	2	9	2	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
NIBR_4007:10uM	NIBR	PIK1	3	1	9	1	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
NIBR_414:80uM	NIBR	SKP1	3	3	3	3	<a href=https://www.yeastgenome.org/locus/SKP1>SKP1</a>
NIBR_4162:50uM	NIBR	GFA1	3	1	5	1	<a href=https://www.yeastgenome.org/locus/GFA1>GFA1</a>
NIBR_4209:3uM	NIBR	PKC1	3	1	4	1	<a href=https://www.yeastgenome.org/locus/PKC1>PKC1</a>
NIBR_4250:10uM	NIBR	SEN34	3	1	3	1	<a href=https://www.yeastgenome.org/locus/SEN34>SEN34</a>
NIBR_4757:2uM	NIBR	TSC11	3	2	3	2	<a href=https://www.yeastgenome.org/locus/TSC11>TSC11</a>
NIBR_5003:42.928uM	NIBR	TSC11	3	2	3	2	<a href=https://www.yeastgenome.org/locus/TSC11>TSC11</a>
NIBR_5651:4uM	NIBR	PIK1	3	2	9	2	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
NIBR_5797:10uM	NIBR	SNU13	3	1	3	1	<a href=https://www.yeastgenome.org/locus/SNU13>SNU13</a>
NIBR_5798:2uM	NIBR	SNU13	3	1	3	1	<a href=https://www.yeastgenome.org/locus/SNU13>SNU13</a>
NIBR_geldanamycin:150uM	NIBR	SKP1	3	3	3	3	<a href=https://www.yeastgenome.org/locus/SKP1>SKP1</a>
NIBR_methylmercury:0.5uM	NIBR	GFA1	3	1	5	1	<a href=https://www.yeastgenome.org/locus/GFA1>GFA1</a>
NIBR_radicicol:75uM	NIBR	SKP1	3	3	3	3	<a href=https://www.yeastgenome.org/locus/SKP1>SKP1</a>
NIBR_rapamycin:0.0008uM	NIBR	TOR2	3	2	4	2	<a href=https://www.yeastgenome.org/locus/TOR2>TOR2</a>
NIBR_rapamycin:0.001uM	NIBR	TOR2	3	2	4	2	<a href=https://www.yeastgenome.org/locus/TOR2>TOR2</a>
NIBR_staurosporin:1.09uM	NIBR	PKC1	3	1	4	1	<a href=https://www.yeastgenome.org/locus/PKC1>PKC1</a>
NIBR_tan-999:1uM	NIBR	PKC1	3	1	4	1	<a href=https://www.yeastgenome.org/locus/PKC1>PKC1</a>
NIBR_tunicamycin:0.2uM	NIBR	GFA1	3	2	5	2	<a href=https://www.yeastgenome.org/locus/GFA1>GFA1</a>
NIBR_2161:70uM	NIBR	ERG13	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ERG13>ERG13</a>
NIBR_2424:20.775uM	NIBR	ASA1	2	1	5	1	<a href=https://www.yeastgenome.org/locus/ASA1>ASA1</a>
NIBR_2424:40.775uM	NIBR	ASA1	2	1	5	1	<a href=https://www.yeastgenome.org/locus/ASA1>ASA1</a>
NIBR_3633:52uM	NIBR	ARC35	2	3	3	3	<a href=https://www.yeastgenome.org/locus/ARC35>ARC35</a>
NIBR_3633:52uM	NIBR	CDC12	2	3	3	3	<a href=https://www.yeastgenome.org/locus/CDC12>CDC12</a>
NIBR_3633:60uM	NIBR	ARC35	2	1	3	1	<a href=https://www.yeastgenome.org/locus/ARC35>ARC35</a>
NIBR_4072:1.3uM	NIBR	SEC62	2	1	2	1	<a href=https://www.yeastgenome.org/locus/SEC62>SEC62</a>
NIBR_4146:5uM	NIBR	CDC12	2	1	3	1	<a href=https://www.yeastgenome.org/locus/CDC12>CDC12</a>
NIBR_5235:2.5uM	NIBR	SEC62	2	1	2	1	<a href=https://www.yeastgenome.org/locus/SEC62>SEC62</a>
NIBR_547:8.39uM	NIBR	ERG13	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ERG13>ERG13</a>
NIBR_5686:90uM	NIBR	LCB2	2	2	2	2	<a href=https://www.yeastgenome.org/locus/LCB2>LCB2</a>
NIBR_617:160uM	NIBR	CDC60	2	1	4	1	<a href=https://www.yeastgenome.org/locus/CDC60>CDC60</a>
NIBR_an2690:0.5uM	NIBR	CDC60	2	1	4	1	<a href=https://www.yeastgenome.org/locus/CDC60>CDC60</a>
NIBR_borrelidin:45uM	NIBR	THS1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/THS1>THS1</a>
NIBR_glucose_starv:0.5uM	NIBR	ATP16	2	1	2	1	<a href=https://www.yeastgenome.org/locus/ATP16>ATP16</a>
NIBR_glucose_starv:0.75uM	NIBR	ATP16	2	1	2	1	<a href=https://www.yeastgenome.org/locus/ATP16>ATP16</a>
NIBR_hygrolidin:7.5uM	NIBR	THS1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/THS1>THS1</a>
NIBR_methotrexate|C:200uM	NIBR	FOL2	2	1	3	1	<a href=https://www.yeastgenome.org/locus/FOL2>FOL2</a>
NIBR_methotrexate|D:200uM	NIBR	FOL2	2	3	3	3	<a href=https://www.yeastgenome.org/locus/FOL2>FOL2</a>
NIBR_myriocin:8.12uM	NIBR	LCB2	2	1	2	1	<a href=https://www.yeastgenome.org/locus/LCB2>LCB2</a>
NIBR_tunicamycin:0.15uM	NIBR	ALG7	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ALG7>ALG7</a>
NIBR_tunicamycin:0.2uM	NIBR	ALG7	2	2	4	2	<a href=https://www.yeastgenome.org/locus/ALG7>ALG7</a>
NIBR_1023:200uM	NIBR	TSR4	1	1	1	1	<a href=https://www.yeastgenome.org/locus/TSR4>TSR4</a>
NIBR_1257:42.888uM	NIBR	OLE1	1	2	6	2	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
NIBR_1336:18uM	NIBR	ATM1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ATM1>ATM1</a>
NIBR_2151|B:25uM	NIBR	RPG1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/RPG1>RPG1</a>
NIBR_2151|B:25uM	NIBR	TIF5	1	2	1	2	<a href=https://www.yeastgenome.org/locus/TIF5>TIF5</a>
NIBR_2209:55uM	NIBR	CDC15	1	2	1	2	<a href=https://www.yeastgenome.org/locus/CDC15>CDC15</a>
NIBR_2209:55uM	NIBR	STS1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/STS1>STS1</a>
NIBR_2791:145uM	NIBR	NSL1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/NSL1>NSL1</a>
NIBR_3250:70uM	NIBR	ROT1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/ROT1>ROT1</a>
NIBR_3633:52uM	NIBR	EFB1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/EFB1>EFB1</a>
NIBR_4004:2uM	NIBR	BIG1	1	1	1	1	<a href=https://www.yeastgenome.org/locus/BIG1>BIG1</a>
NIBR_4129:0.25uM	NIBR	TIM17	1	2	1	2	<a href=https://www.yeastgenome.org/locus/TIM17>TIM17</a>
NIBR_4129:0.25uM	NIBR	TIM23	1	2	1	2	<a href=https://www.yeastgenome.org/locus/TIM23>TIM23</a>
NIBR_4183:25uM	NIBR	PGA2	1	2	3	2	<a href=https://www.yeastgenome.org/locus/PGA2>PGA2</a>
NIBR_4183:25uM	NIBR	YNL150W	1	2	2	2	<a href=https://www.yeastgenome.org/locus/YNL150W>YNL150W</a>
NIBR_4216:110uM	NIBR	SUB2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SUB2>SUB2</a>
NIBR_4242:120uM	NIBR	TUB4	1	1	1	1	<a href=https://www.yeastgenome.org/locus/TUB4>TUB4</a>
NIBR_4485:200uM	NIBR	FRS1	1	2	3	2	<a href=https://www.yeastgenome.org/locus/FRS1>FRS1</a>
NIBR_4485:200uM	NIBR	FRS2	1	2	2	2	<a href=https://www.yeastgenome.org/locus/FRS2>FRS2</a>
NIBR_467:1.2uM	NIBR	RSP5	1	1	1	1	<a href=https://www.yeastgenome.org/locus/RSP5>RSP5</a>
NIBR_5244:8uM	NIBR	SEC14	1	1	4	1	<a href=https://www.yeastgenome.org/locus/SEC14>SEC14</a>
NIBR_5692:10uM	NIBR	CDC43	1	2	3	2	<a href=https://www.yeastgenome.org/locus/CDC43>CDC43</a>
NIBR_5692:10uM	NIBR	RAM2	1	2	3	2	<a href=https://www.yeastgenome.org/locus/RAM2>RAM2</a>
NIBR_5821:30uM	NIBR	EMG1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/EMG1>EMG1</a>
NIBR_5821:30uM	NIBR	SAH1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/SAH1>SAH1</a>
NIBR_deferasirox:400uM	NIBR	NOP15	1	1	1	1	<a href=https://www.yeastgenome.org/locus/NOP15>NOP15</a>
NIBR_diazaborine:23.37uM	NIBR	AFG2	1	1	1	1	<a href=https://www.yeastgenome.org/locus/AFG2>AFG2</a>
NIBR_epothilon b:30uM	NIBR	MAS2	1	2	1	2	<a href=https://www.yeastgenome.org/locus/MAS2>MAS2</a>
NIBR_leucanicidin:21.081uM	NIBR	PMA1	1	1	2	1	<a href=https://www.yeastgenome.org/locus/PMA1>PMA1</a>
NIBR_methotrexate|D:200uM	NIBR	DFR1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/DFR1>DFR1</a>
NIBR_methotrexate|D:200uM	NIBR	FOL1	1	3	1	3	<a href=https://www.yeastgenome.org/locus/FOL1>FOL1</a>
NIBR_nigericin:12uM	NIBR	PSF3	1	2	1	2	<a href=https://www.yeastgenome.org/locus/PSF3>PSF3</a>
NIBR_nigericin:12uM	NIBR	YPT1	1	2	2	2	<a href=https://www.yeastgenome.org/locus/YPT1>YPT1</a>
NIBR_reveromycin:200uM	NIBR	ILS1	1	2	1	2	<a href=https://www.yeastgenome.org/locus/ILS1>ILS1</a>
NIBR_reveromycin:200uM	NIBR	YBL077W	1	2	1	2	<a href=https://www.yeastgenome.org/locus/YBL077W>YBL077W</a>
NIBR_squalestatin:13.62uM	NIBR	ERG12	1	2	3	2	<a href=https://www.yeastgenome.org/locus/ERG12>ERG12</a>
NIBR_zncl2:40000uM	NIBR	SEC26	1	1	1	1	<a href=https://www.yeastgenome.org/locus/SEC26>SEC26</a>
UBC_0170-0365:3.77uM	UBC	NEO1	43	4	43	4	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_0266-0086:27.1uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_0312-0008:75.7uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_0916-0002:6.97uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_0986-0284:82.83uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_1112-0045:141uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_1112-0046:2.64uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_1123-0311:367uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_2293-4129:48.2uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3232-1287:54.8uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3381-0768:11.3uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3448-8650:53.13uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3454-2858:15.9uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3474-0001:65.7uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3474-0040:5.03uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_3772-2733:112uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_4119-0100:24.5uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_4546-0025:72.01uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_5160441:105uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_5423970:71.43uM	UBC	NEO1	43	2	43	2	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_7960413:200uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_9091026:49.47uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_9094665:17.96uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_alverine citrate:130uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_amiodarone:34.4uM	UBC	NEO1	43	2	43	2	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_aripiprazole:15.2uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_clothiapine:36.27uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_clozapine:119uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_clozapine:122uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_diphenhydramine:100uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_mebhydrolin:72.4uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_polymyxin b sulfate:77.05uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st014639:11.4uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st038725:66.3uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st042065:16.14uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st045453:10.45uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st048695:56.8uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st050068:52.4uM	UBC	NEO1	43	2	43	2	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st050089:28.44uM	UBC	NEO1	43	2	43	2	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_st073000:8.92uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_tamoxifen:5.46uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_trifluoperazine:10.3uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_xestospongin c:11.19uM	UBC	NEO1	43	1	43	1	<a href=https://www.yeastgenome.org/locus/NEO1>NEO1</a>
UBC_0466-0191:129uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_0850-0245:24.6uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_0957-0265:8.15uM	UBC	RHO1	23	2	23	2	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_0957-0399:1.01uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_1171-0579:82.7uM	UBC	RHO1	23	2	23	2	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_1287-0107:19.4uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_1486-0733:13.9uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_2-aminofluorene:215uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_2,3,4-trihydroxy-4'-ethoxybenzophenone:70uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_3366-3204:134uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_5153890:36.43uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_5554786:194.83uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_7805186:180uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_7946404:165.07uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9112818:20.87uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9131146:2.88uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9136860:49.47uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9139058:2.11uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9141060:1.96uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9150499:3.57uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_9151811:4.48uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_aminopyrene:156nM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_staurosporine:7.6uM	UBC	RHO1	23	1	23	1	<a href=https://www.yeastgenome.org/locus/RHO1>RHO1</a>
UBC_0302-0250:142.11uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_0828-0289:13.7uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_1313-0481:95.3uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_1575-0012:79.1uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_2043-6722:48.1uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_3909-8757:62.7uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_3966-0321:25.3uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_3970-0837:4.09uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_4'-methoxyflavone:42uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_4084-0029:199uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_4182-0001:115uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_4544-0069:423uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_5147754:141uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_5268135:45.7uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_5763493:32.33uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_9113331:49.47uM	UBC	SEC13	20	2	20	2	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_9114385:49.47uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_carbadox:75.1uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_st012546:55.1uM	UBC	SEC13	20	1	20	1	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_st037606:46.38uM	UBC	SEC13	20	2	20	2	<a href=https://www.yeastgenome.org/locus/SEC13>SEC13</a>
UBC_0180-0423:3.23uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_0448-0043:5.84uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_0535-0701:19.13uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_0717-0965:32.13uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_0933-0004:26.35uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_1319-0117:244uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_1348-1067:47.6uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_3825-7150:143uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_3985-0011:41.3uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_9044753:11.33uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_indatraline:8.81uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_k072-0232:33.2uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_sertraline:6uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_st037357:54.9uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_st069429:63.5uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_st076513:41.9uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_st081588:35.17uM	UBC	LSG1	17	1	17	1	<a href=https://www.yeastgenome.org/locus/LSG1>LSG1</a>
UBC_0330-0087:5mM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_0417-1624:672.48uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_0422-0091:41.4uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_0485-0349:40.2uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_0570-0105:72.5uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_0833-0042:114uM	UBC	RPP1	13	2	13	2	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_0960-0238:55.9uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_0986-0283:58.35uM	UBC	GLC7	13	3	13	3	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_4'-Methoxychalcone:54.63uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
